,Unnamed: 0.1,Unnamed: 0,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,review rate number,calculated host listings count,availability 365,house_rules,availability_365
271,271,35262,20476539,Cozy Room In Brooklyn,292606012,verified,Qusuquzah,Brooklyn,Cypress Hills,40.68064,-73.88285,United States,US,False,moderate,Private room,2017.0,875,$175 ,2.0,5.0,5.0,3.0,365.0,"No smoking of any kind indoors; no smoking on deck or in back garden; smoking allowed in front garden, where chairs and a table are provided.  Guests using kitchen area are asked to keep it clean and put away food in refrigerator or cabinets or plastic containers.  Quiet hours after 11pm. ",365.0
272,272,26045,15385990,420 Friendly with that  Southern Charm,50511478308,verified,,Bronx,Wakefield,40.89685,-73.85382,United States,US,False,moderate,Shared room,2007.0,1071,$214 ,1.0,0.0,2.0,1.0,0.0,,0.0
273,273,34620,20121962,Heart of Bushwick minutes to the L train,35434481879,unconfirmed,John,Brooklyn,Bushwick,40.70192,-73.9168,United States,US,False,moderate,Private room,2015.0,857,$171 ,1.0,31.0,4.0,3.0,134.0,This home is very clean and well kept. No shoes inside please!,134.0
274,274,31181,18222602,Two room suite 1min from subway 20min to Manhattan,40348959739,unconfirmed,Reina,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95623,United States,US,False,moderate,Private room,2007.0,645,$129 ,1.0,64.0,2.0,7.0,278.0,,278.0
275,275,97153,54658938,"SofaBed-Hell's Kitchen, Heart of Manhattan",44892009975,verified,Joseph,Manhattan,Hell's Kitchen,40.76391,-73.99325,United States,US,True,strict,Shared room,2007.0,717,$143 ,1.0,44.0,4.0,1.0,31.0,"Please Note: This unit was just renovated last year and it comfortably accommodates 6 guests, but up to 8 guests are permitted (two guests in each bedroom, 1 guest on each twin bed, and 1 guest on the available queen size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken o",31.0
276,276,32533,18969312,Private room in a  two bedroom apt,84988867448,unconfirmed,Laura,Manhattan,Upper East Side,40.76931,-73.94841,United States,US,False,moderate,Private room,2004.0,410,$82 ,2.0,2.0,2.0,2.0,0.0,#NAME?,0.0
277,277,14114,8796498,Beautiful Jr 1 Br In SoHo,65846271539,unconfirmed,Raanan,Manhattan,SoHo,40.72689,-74.00086,United States,US,True,flexible,Entire home/apt,2013.0,1082,$216 ,30.0,2.0,1.0,9.0,148.0,Please do not smoke and be respectful of other guests.,148.0
278,278,43517,25035775,Shared Room in Manhattan,4399464720,unconfirmed,Erik,Manhattan,Hell's Kitchen,40.76436,-73.99153,United States,US,True,strict,Shared room,2012.0,911,$182 ,1.0,20.0,4.0,9.0,348.0,No parties or gatherings of more than 8 people. This is a family neighborhood.  Families with kids next to and behind the home go to sleep early - please behave accordingly.,348.0
279,279,19104,11552475,Clean and Cozy East Village Studio,76920329895,unconfirmed,Erik,Manhattan,East Village,40.72173,-73.98282,United States,US,True,strict,Entire home/apt,2018.0,890,$178 ,9.0,4.0,4.0,1.0,0.0,No Smoking No Pets,0.0
280,280,77843,43994025,Bedroom in Spacious Williamsburg Loft,43704407183,verified,Andrea,Brooklyn,Williamsburg,40.70675,-73.96768,United States,US,True,moderate,Private room,2009.0,968,$194 ,2.0,3.0,5.0,1.0,0.0,,0.0
281,281,89151,50239433,Comfy Room n Activist & Artist Loft,18190893763,verified,Una,Brooklyn,Bedford-Stuyvesant,40.68989,-73.95878,United States,US,True,flexible,Private room,2010.0,370,$74 ,7.0,14.0,2.0,3.0,364.0,"No Smoking, No Pets",364.0
282,282,12842,8093973,Semi-Private Room Next to TimeSqare,77628871250,verified,Matt,Manhattan,Hell's Kitchen,40.76646,-73.99345,United States,US,True,moderate,Shared room,2020.0,573,$115 ,1.0,1.0,1.0,1.0,383.0,"These are my rules. I know things happen in life, so talk to me if something comes up. I'm easy going. No pets, smoking (cigs or E-cigs), parties, or loud noise/music allowed after 9PM. Please treat the apartment as if it was your own home. 1. CHECK IN AND CHECK OUT: Check in is at 5 pm and check out is at 1 pm. This agreement does not create a tenancy or residence. You must depart and arrive at the reserved times. If you do not take possession within 24 hours of arrival date, cancellation is assumed, unless owner is notified. There is no refund for early departure. 2. NO-SMOKING: This is a NO-SMOKING unit. You may smoke outside of the building. 3. DAMAGE DEPOSIT: A damage deposit is required. The damage deposit does not apply to guest fees. The deposit is fully refundable within 14 days of departure provided the following provisions are met:  a. No damage is done to the unit or its contents beyond normal wear and tear.  b. No charges are incurred due to smoking, additional guests, or ",383.0
283,283,12165,7720066,Cozy Studio in East Harlem,22802722592,unconfirmed,Hasan,Manhattan,East Harlem,40.79335,-73.94583,United States,US,False,strict,Entire home/apt,2012.0,747,$149 ,1.0,1.0,2.0,1.0,265.0,"No Smoking, No Pets",265.0
284,284,82210,46405919,"Clean, Spacious Place on a Tree-Lined Street",64339339994,verified,Melody,Brooklyn,Crown Heights,40.66953,-73.9493,United States,US,True,moderate,Entire home/apt,2020.0,889,$178 ,2.0,1.0,3.0,1.0,0.0,,0.0
285,285,7146,4948072,private room,94208547480,unconfirmed,Catherine,Brooklyn,Sheepshead Bay,40.60059,-73.95899,United States,US,False,strict,Private room,2021.0,781,$156 ,1.0,3.0,3.0,2.0,132.0,"1. No damage to the house or furniture 2. No Smoking, No Pets, No Drugs 3. No more sleepover people then you booked 4. Keep quiet after 11:00 PM 5. Be respectful to neighbors 6. Keep the kitchen clean after used 7. Keep the bathroom clean after used 8. Check-in: 3PM, Check-out: 11:00AM",132.0
286,286,48972,28048572,Your relaxing escape - studio apartment in NYC,4114112506,unconfirmed,Hadeel,Manhattan,Morningside Heights,40.80739,-73.96068,United States,US,False,flexible,Entire home/apt,2013.0,87,$17 ,2.0,0.0,5.0,1.0,33.0,,33.0
287,287,88518,49889827,Spacious Bedroom in Gorgeous Renovated Apartment,36058761961,verified,Carlos,Brooklyn,Bedford-Stuyvesant,40.69063,-73.93947,United States,US,True,flexible,Private room,2008.0,693,$139 ,2.0,87.0,5.0,1.0,60.0,,60.0
288,288,52001,29721488,,37420239507,unconfirmed,Jaclyn,Brooklyn,Williamsburg,40.71182,-73.96256,United States,US,False,moderate,Private room,2012.0,864,$173 ,2.0,223.0,5.0,3.0,138.0,,138.0
289,289,32517,18960475,City Suite,48225708644,verified,Wendy,Brooklyn,Bedford-Stuyvesant,40.68344,-73.92373,United States,US,True,moderate,Private room,2007.0,290,$58 ,3.0,19.0,4.0,1.0,90.0,We hope you’ll enjoy our Boston home and that you will care for it as we do. We do not allow pets or smoking in the house.,90.0
290,290,59377,33795253,BEST LOCATION IN NYC,8302546831,unconfirmed,Hugo,Queens,Astoria,40.75834,-73.91619,United States,US,True,flexible,Private room,2014.0,701,$140 ,2.0,94.0,5.0,2.0,349.0,,349.0
291,291,60363,34339821,Air-bed in Hell's Kitchen,53974412812,verified,Peter,Manhattan,Hell's Kitchen,40.76255,-73.99204,,US,True,moderate,Shared room,2004.0,254,$51 ,1.0,31.0,5.0,2.0,0.0,,0.0
292,292,9688,6352018,RARE! Vintage 2 Bed Artist's Flat,83361924539,unconfirmed,Kestrel,Brooklyn,Bedford-Stuyvesant,40.68686,-73.94973,United States,US,True,moderate,Entire home/apt,2016.0,586,$117 ,1.0,1.0,3.0,3.0,91.0,No Tobacco,91.0
293,293,27547,16215544,Entire 1-Bedroom Greenpoint Apartment,67943737371,unconfirmed,James,Brooklyn,Greenpoint,40.72747,-73.95462,United States,US,True,moderate,Entire home/apt,2021.0,663,$133 ,3.0,0.0,3.0,1.0,0.0,No Smoking,0.0
294,294,4944,3731907,3BR condo Brooklyn/Prospect Heights,10420611313,unconfirmed,Cathleen,Brooklyn,Crown Heights,40.67893,-73.96262,United States,US,False,strict,Entire home/apt,2012.0,1176,$235 ,4.0,9.0,4.0,2.0,15.0,,15.0
295,295,4350,3403841,Spacious room in the heart of Manhattan (Downtown),59535616845,verified,Winona,Manhattan,Chinatown,40.71782,-73.99422,United States,US,False,strict,Private room,2009.0,257,$51 ,4.0,9.0,1.0,1.0,179.0,Please treat the home like it was your own.  No smoking or pets allowed.,179.0
296,296,72522,41055237,Artist's Loft in Garment District,46394009796,verified,Anne,Manhattan,Hell's Kitchen,40.75383,-73.99536,United States,US,True,moderate,Entire home/apt,2011.0,597,$119 ,30.0,4.0,4.0,1.0,9.0,,9.0
297,297,23826,14160436,Spacious 2 Bedroom Apt in Great Neighborhood,3308336295,unconfirmed,Beth,Brooklyn,Prospect Heights,40.67585,-73.96755,United States,US,True,flexible,Entire home/apt,2015.0,853,$171 ,3.0,12.0,1.0,1.0,0.0,,0.0
298,298,95621,53812814,Real Brownstone Brooklyn Living On Subway Line,72340526236,verified,Cal,Brooklyn,East Flatbush,40.65239,-73.94824,United States,US,False,moderate,Entire home/apt,2015.0,110,$22 ,3.0,1.0,4.0,1.0,0.0,I have other roommates so be respectful of that.,0.0
299,299,8277,5572723,"Charm and Comfort, Heart of the UWS",52053157853,unconfirmed,Christopher,Manhattan,Upper West Side,40.78576,-73.97629,United States,US,False,strict,Entire home/apt,2017.0,1174,$235 ,7.0,2.0,3.0,1.0,96.0,,96.0
300,300,45803,26298333,"studio519 with bathroom
MaNHTAn
Reviews on profile",38155363713,verified,Ann,Manhattan,Upper East Side,40.77031,-73.95007,United States,US,False,strict,Entire home/apt,2016.0,1079,$216 ,1.0,1.0,2.0,1.0,110.0,,110.0
301,301,64174,36444636,Amazing 3 Bed on Park Avenue w/ W/D and Gym #6114,16276237580,unconfirmed,MyNyHousing,Manhattan,Murray Hill,40.74857,-73.97996,United States,US,True,moderate,Entire home/apt,2017.0,1060,$212 ,30.0,4.0,2.0,48.0,278.0,,278.0
302,302,80630,45533285,Park Slope garden oasis,88033197431,unconfirmed,Karli,Brooklyn,South Slope,40.66615,-73.98712,United States,US,False,strict,Entire home/apt,2015.0,735,$147 ,2.0,78.0,2.0,1.0,80.0,Don't disturb neighbors. Don't break things or leave a mess. Enjoy.,80.0
303,303,78616,44420953,Charming Room on Prime SoHo Block,74857751263,verified,Philip,Manhattan,SoHo,40.72576,-74.00266,United States,US,False,flexible,Private room,2020.0,610,$122 ,1.0,131.0,3.0,1.0,20.0,,20.0
304,304,94314,53090958,Trendy Williamsburg! 1 block to subway (L).,83912639891,unconfirmed,Artem,Brooklyn,Williamsburg,40.71434,-73.94275,United States,US,False,flexible,Entire home/apt,2011.0,755,$151 ,2.0,48.0,2.0,2.0,53.0,,53.0
305,305,44675,25675339,Charming Private Bedroom in the Trees,92778929892,unconfirmed,Gregory,Brooklyn,Williamsburg,40.71238,-73.94848,United States,US,False,strict,Private room,2005.0,634,$127 ,1.0,2.0,5.0,1.0,0.0,,0.0
306,306,73534,41614164,"One bedroom apt in Astoria, close to subway stop",45073580048,verified,Camila,Queens,Ditmars Steinway,40.77113,-73.90459,United States,US,True,strict,Entire home/apt,2021.0,357,$71 ,2.0,51.0,2.0,1.0,41.0,,41.0
307,307,24787,14691196,Cozy and bright room in Morningside Heights,1328636100,verified,Claudia,Manhattan,Morningside Heights,40.81254,-73.96025,United States,US,False,moderate,Private room,2004.0,346,$69 ,7.0,1.0,5.0,1.0,0.0,,0.0
308,308,44953,25828878,Manhattan Accommodation Across Central Park,79919935362,unconfirmed,Park Lane,Manhattan,Midtown,40.76427,-73.97618,United States,US,False,flexible,Private room,2008.0,219,$44 ,1.0,1.0,3.0,14.0,349.0,,349.0
309,309,82663,46656111,2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,50101053685,unconfirmed,,Manhattan,Upper West Side,40.776,-73.98815,United States,US,False,moderate,Entire home/apt,2009.0,170,$34 ,30.0,7.0,2.0,25.0,312.0,"No smoking, drugs, alcohol or pets allowed in the property, including the balcony. No overnight guests or parties.",312.0
310,310,34027,19794448,Beautiful Spacious Room,69983056870,verified,Rashidi,Queens,Jackson Heights,40.7523,-73.87204,United States,US,True,flexible,Private room,2019.0,399,$80 ,3.0,12.0,5.0,1.0,5.0,"House rules: Guests agree to the following terms and conditions 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises.  3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am 4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes, and parking passes. Replacement fees may apply for unreturned items 6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with Jordan or AIRBNB. Please contact me directly for any needed items. 7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $125 per hour fee for unauthorized early checkin or late checkout.  18",5.0
311,311,62733,35648772,Renovated 2 Bedroom in the Lower East Side! #7,9256274543,unconfirmed,Karen,Manhattan,Lower East Side,40.72181,-73.99226,United States,US,True,moderate,Entire home/apt,2006.0,1059,$212 ,30.0,10.0,4.0,208.0,81.0,,81.0
312,312,2652,2466036,Sunny Soho Apartment with Great Views,72610457984,unconfirmed,Beth,Manhattan,SoHo,40.72587,-74.00186,United States,US,True,strict,Entire home/apt,2015.0,380,$76 ,4.0,68.0,1.0,1.0,363.0,No pets allowed. No smoking.,363.0
313,313,55856,31850605,New 1BR + 1BA with Private Entrance,94011377793,unconfirmed,Jullien,Brooklyn,Bedford-Stuyvesant,40.67836,-73.92772,United States,US,False,strict,Private room,2011.0,1092,$218 ,3.0,186.0,4.0,1.0,280.0,,280.0
314,314,64405,36572218,"Bright 3 Bedroom, Garden, 2 Full Bathrooms",6028060409,verified,Nima,Brooklyn,Clinton Hill,40.68495,-73.95991,United States,US,False,strict,Entire home/apt,2018.0,634,$127 ,7.0,31.0,3.0,1.0,253.0,,253.0
315,315,66823,37907679,🪁LARGE PRIVATE TERRACE 🚶‍♂️8 MIN WALK TO MAIN ST,51214814188,unconfirmed,Alan,Queens,Flushing,40.76091,-73.82271,United States,US,True,flexible,Entire home/apt,2005.0,666,$133 ,30.0,3.0,3.0,7.0,328.0,,328.0
316,316,60227,34264708,New Beautiful Studio Near Central Park & Columbia,49504129933,unconfirmed,Jeremy,Manhattan,Upper West Side,40.79164,-73.97237,United States,US,True,moderate,Entire home/apt,2012.0,541,$108 ,60.0,3.0,4.0,23.0,218.0,,218.0
317,317,45625,26200024,Cozy and convenient studio in Chelsea,98283402690,verified,Janet,Manhattan,Chelsea,40.7483,-74.0008,United States,US,True,flexible,Entire home/apt,2014.0,828,$166 ,5.0,2.0,3.0,1.0,0.0,,0.0
318,318,35566,20644438,Private Room in Fort Greene Gem,76699890043,verified,May,Brooklyn,Fort Greene,40.68629,-73.97589,United States,US,True,flexible,Private room,2015.0,617,$123 ,5.0,6.0,5.0,1.0,167.0,,167.0
319,319,66678,37827595,Cozy room in Prime East Village,42926766953,unconfirmed,Krista,Brooklyn,Bushwick,40.68758,-73.9166,United States,US,False,flexible,Private room,2021.0,806,$161 ,7.0,5.0,4.0,2.0,314.0,,314.0
320,320,97239,54706436,EAST 25TH ST~KIPS BAY/EAST VILLAGE/UNION SQUARE,4974413363,unconfirmed,Pranjal,Manhattan,Kips Bay,40.73863,-73.98002,United States,US,False,flexible,Entire home/apt,2008.0,1107,$221 ,30.0,0.0,2.0,65.0,364.0,No Smoking,364.0
321,321,82694,46673232,Private room next to Central Park!,97789352028,verified,Joshua,Manhattan,Upper West Side,40.79574,-73.96312,United States,US,True,moderate,Private room,2018.0,171,$34 ,1.0,1.0,5.0,1.0,35.0,"In the kitchen the primary thing would be to wash your own dishes and clean up after yourself. We don't usually use shoes in the house, we can provide you with slippers or you might want to bring some. Its not a problem if you have to use orthopedic shoes. The bathroom is clean and we want folks to hang up your towels,either in your room or in the bathroom, and not leave the floor wet. We are not a loud house at night. Alcohol is fine so long as you aren't bent on getting drunk. And please no smoking inside, we have plenty of space outdoors for that. If you are here by yourselves for more than 3-4 days we may ask you to water the house plants. We ask that you recycle all pertinent trash and compost your food scraps, if you're not familiar with that we'll be happy to show you our system. No outdoor fires allowed if we are not present. Check in time is best at 3 PM and check out is at noon.",35.0
322,322,44343,25491975,Architecturally Designed East Village Oasis,48113736057,verified,Sheelagh,Manhattan,East Village,40.72495,-73.97679,United States,US,False,moderate,Entire home/apt,2003.0,1060,$212 ,4.0,0.0,3.0,1.0,83.0,No pets No parties. No smoking,83.0
323,323,43591,25076645,Brooklyn Loft Living in Bedstuy / Clinton Hill,61445738452,verified,Leslie,Brooklyn,Clinton Hill,40.69235,-73.96102,United States,US,True,moderate,Private room,2019.0,764,$153 ,5.0,1.0,2.0,1.0,90.0,,90.0
324,324,67394,38223042,Private entrance!Clean & Safe! Moder Spacious Apt!,33259929818,unconfirmed,Wei,Brooklyn,Bushwick,40.69618,-73.93014,United States,US,True,flexible,Entire home/apt,2011.0,250,$50 ,30.0,12.0,5.0,1.0,0.0,,0.0
325,325,30919,18077900,Big Bright 1BR Apt in the Heart of Brooklyn!,22042162116,verified,Aleksandra,Brooklyn,Midwood,40.62923,-73.95746,United States,US,True,moderate,Entire home/apt,2003.0,607,$121 ,2.0,19.0,2.0,1.0,165.0,#NAME?,165.0
326,326,71715,40609531,Adorable room in heart of Brooklyn,25381281903,unconfirmed,Beck,Brooklyn,Flatbush,40.65353,-73.95611,United States,US,False,strict,Private room,2015.0,714,$143 ,1.0,0.0,5.0,1.0,0.0,,0.0
327,327,69060,39143174,1 BR with Steinway Grand Piano,74883536889,verified,Joseph,Manhattan,Harlem,40.79961,-73.95516,United States,US,True,flexible,Entire home/apt,2006.0,705,$141 ,30.0,150.0,2.0,1.0,45.0,,45.0
328,328,5158,3850099,Quiet spot in NYC,50921014274,unconfirmed,Walt,Manhattan,East Village,40.72669,-73.98419,United States,US,True,strict,Entire home/apt,2005.0,1179,$236 ,2.0,179.0,5.0,1.0,183.0,Please respect my home. There are other long term tenants who reside in the building.,183.0
329,329,30219,17691290,"HARLEM HOME AWAY FROM HOME , SHORT - EXTENDED STAY",33604907303,verified,Judith,Manhattan,Harlem,40.80497,-73.94952,United States,US,True,flexible,Private room,2003.0,336,$67 ,1.0,7.0,5.0,1.0,297.0,Be respectful and no smoking in room,297.0
330,330,88200,49714196,Great 1 BDR in Upper East Side,90098775348,verified,Adrien,Manhattan,Upper East Side,40.7708,-73.95416,United States,US,True,flexible,Private room,2016.0,869,$174 ,1.0,24.0,4.0,1.0,188.0,,188.0
331,331,73001,41319788,Cozy private room in Queens NY,92562994976,verified,Paula,Queens,Jackson Heights,40.75167,-73.89171,United States,US,True,flexible,Private room,2019.0,80,$16 ,4.0,6.0,5.0,1.0,249.0,,249.0
332,332,35849,20800739,Modern Alcove Apartment,46530059033,verified,Lisa,Manhattan,Kips Bay,40.74197,-73.98012,United States,US,False,moderate,Entire home/apt,2007.0,1136,$227 ,7.0,2.0,2.0,1.0,0.0,"My ideal guests would be warm, friendly, and respectful of sharing my home and it's rhythms. I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",0.0
333,333,96770,54447407,Clay's place@Bayswater,47650265475,unconfirmed,Clayton,Queens,Bayswater,40.60644,-73.76089,,US,False,strict,Private room,2005.0,856,$171 ,2.0,0.0,3.0,1.0,169.0,,169.0
334,334,29423,17251659,Apt. 2nd Floor (A)   2/4 Guest,73870027687,unconfirmed,Benedetta,Brooklyn,Williamsburg,40.70982,-73.95609,United States,US,True,flexible,Entire home/apt,2017.0,281,$56 ,2.0,80.0,4.0,2.0,74.0,"Please feel free to use anything in the kitchen as needed, but please clean up after yourself. Please don't use metal utensils on the pots/pans as it can scratch the non-stick surface.",74.0
335,335,21911,13102781,SOHA 2 bedroom Beauty! Sleeps 5,9921396140,unconfirmed,Julian,Manhattan,Harlem,40.80859,-73.94216,United States,US,False,moderate,Entire home/apt,2014.0,740,$148 ,3.0,61.0,1.0,1.0,62.0,,62.0
336,336,94114,52980498,Two room suite 1min from subway 20min to Manhattan,36092821846,unconfirmed,Reina,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95623,United States,US,False,strict,Private room,2007.0,645,$129 ,1.0,64.0,2.0,7.0,278.0,,278.0
337,337,57919,32990000,Sun Drenched Soho Loft,72763944155,verified,Mike,Manhattan,SoHo,40.72014,-74.00148,United States,US,False,moderate,Entire home/apt,2016.0,595,$119 ,1.0,23.0,4.0,2.0,177.0,,177.0
338,338,92742,52222743,Great Studio at the Time Square/71C,26150394063,verified,Irina,Manhattan,Hell's Kitchen,40.76274,-73.99321,United States,US,False,moderate,Entire home/apt,2016.0,612,$122 ,30.0,3.0,5.0,20.0,289.0,This is a quiet building and we would only like guests that want quiet and privacy.  Absolutely no smoking on the premises.,289.0
339,339,89826,50612236,Cozy NYC apt!,21172834210,verified,Marina,Manhattan,Upper West Side,40.7953,-73.97248,United States,US,False,strict,Entire home/apt,2017.0,188,$38 ,2.0,2.0,4.0,1.0,0.0,,0.0
340,340,15985,9829852,Cozy Room in West Harlem NYC,44506599172,verified,Oge,Manhattan,Harlem,40.82143,-73.95651,United States,US,True,moderate,Private room,2007.0,1177,$235 ,7.0,1.0,3.0,1.0,283.0,"Our Herbivorian House manual with detailed rules and helpful information is present in each apartment.  The apartment must be left as clean as it was found, (especially the kitchen and bathroom) cleaning supplies are present in the apartment. (we are responsible for washing sheets and towels)  If you would rather not clean up after yourself please include an extra $100.00 for the cleaning Help. No loud or late night noises or parties. No additional guests No smoking. No red meat or strong smelling meats shall be cooked (the smell disturbs our primarily vegetarian guests) Pleasant behavior to all other building residents. Any questions assistance needed?.. please contact us, we are happy to help.",283.0
341,341,86772,48925512,Cozy 1BR in Midtown Manhattan,81439878085,verified,Nina,Manhattan,Midtown,40.75823,-73.96453,United States,US,False,strict,Entire home/apt,2014.0,783,$157 ,1.0,2.0,5.0,1.0,417.0,"Please respect the other neighbors. This building contains professionals and is very quiet. Please no smoking, parties, and pets. Must be over 21.",417.0
342,342,71024,40227891,Williamsburg 2BR 2BA Hotel Condo,45037864328,verified,Shana,Brooklyn,Williamsburg,40.72079,-73.95641,United States,US,False,strict,Entire home/apt,2018.0,499,$100 ,120.0,12.0,5.0,1.0,306.0,,306.0
343,343,4704,3599355,NYC Studio Loft in Meatpacking,56324885711,verified,Tara,Manhattan,West Village,40.73993,-74.00619,United States,US,False,strict,Entire home/apt,2018.0,511,$102 ,1.0,22.0,4.0,1.0,168.0,"Be respectful of our neighbors - No loud music or parties, please.",168.0
344,344,5367,3965530,A garden apartment in a brownstone.,59097542691,verified,Marek,Brooklyn,Clinton Hill,40.68423,-73.96242,United States,US,False,strict,Entire home/apt,2019.0,719,$144 ,5.0,53.0,4.0,1.0,97.0,No Smoking.  No Pets.,97.0
345,345,47934,27475284,Beautiful Bedroom steps away from Central Park,20238984760,unconfirmed,Aaron,Manhattan,East Harlem,40.79584,-73.94747,United States,US,True,moderate,Private room,2015.0,806,$161 ,5.0,1.0,2.0,1.0,291.0,No smoking inside and no pets. Please be respectful of the hosts and the space.,291.0
346,346,101226,56908456,1 Bedroom in Great Brooklyn Neighborhood,25716624829,unconfirmed,Robert,Brooklyn,Bay Ridge,40.63295,-74.03028,United States,US,False,moderate,Entire home/apt,2006.0,107,$21 ,60.0,1.0,3.0,1.0,358.0,This is my 2 family house and upstairs in the 2nd apartment I have other tenants who are great. ,358.0
347,347,90142,50786763,Quiet and beautiful apartment near central park,90559675102,unconfirmed,Nicole,Manhattan,Upper East Side,40.76761,-73.95986,United States,US,False,strict,Entire home/apt,2019.0,930,$186 ,7.0,1.0,2.0,1.0,0.0,"Please leave the apartment neat as you found it.  Put your sheets and towels in the hamper in the guest closet. If you've prepared food and there are leftovers, be sure to place them in the trash. Better yet, bring the trash and recyclable items downstairs and put them into the appropriate containers in the driveway out back.  Thank you, Deborah",0.0
348,348,22938,13669993,Great place for one or two.,44887408137,unconfirmed,Mercedes,Manhattan,Washington Heights,40.83847,-73.94211,United States,US,True,strict,Private room,2013.0,823,$165 ,1.0,93.0,4.0,1.0,311.0,Quiet time after midnight. Please turn off the light/AC each time when you go out. :) No Staying overnight  in the living room/couch. Glasses/liquor in the living room cabinets are not available.  Please don't leave dirty dishes.  Please tidy the kitchen when you finished cooking and leave dishes in dry in the dishwasher. Feel free to use the dishwasher. Detergent is under the sink. Thank you!,311.0
349,349,8878,5904655,[305] 5 min WALK to Times Square!,9088051049,unconfirmed,Yasu & Akiko,Manhattan,Hell's Kitchen,40.76036,-73.99073,United States,US,True,strict,Private room,2003.0,835,$167 ,1.0,153.0,1.0,11.0,326.0,,326.0
350,350,8369,5623535,Enormous bedroom in UWS 2-bed,65942525849,verified,Barr,Manhattan,Upper West Side,40.79275,-73.97199,United States,US,False,moderate,Private room,2007.0,1002,$200 ,3.0,1.0,4.0,1.0,298.0,No smoking!  Please be respectful of our neighbors and keep noise to a minimum.  Voices and music outside carry far.,298.0
351,351,8755,5836723,Marvellous spacious Upper East apt,10598870606,unconfirmed,Willem,Manhattan,Upper East Side,40.77878,-73.94491,United States,US,True,strict,Entire home/apt,2007.0,836,$167 ,10.0,11.0,3.0,1.0,196.0,,196.0
352,352,72705,41156308,Yankee Stadium Lavished Bedroom,15185104752,verified,Brais,Bronx,Highbridge,40.83746,-73.92268,United States,US,True,flexible,Private room,2017.0,323,$65 ,4.0,51.0,1.0,2.0,0.0,,0.0
353,353,39133,22614492,Time Square South Deluxe King Room,18325824947,verified,Gabriel,Manhattan,Hell's Kitchen,40.75622,-73.99683,United States,US,True,flexible,Private room,2010.0,248,$50 ,1.0,12.0,2.0,30.0,175.0,,175.0
354,354,58661,33399806,"Suite Retreat:  Quiet one bedroom in Brooklyn, NY",43758960287,verified,Karlene,Brooklyn,Prospect-Lefferts Gardens,40.663284,-73.94297,United States,US,True,moderate,Entire home/apt,2010.0,945,$189 ,5.0,4.0,5.0,1.0,282.0,,282.0
355,355,66250,37591211,2BD Mid-Century Union Sq Brownstone/ Gramercy Park,12386725133,verified,It,Manhattan,Gramercy,40.73481,-73.98745,United States,US,False,moderate,Entire home/apt,2007.0,357,$71 ,30.0,15.0,3.0,1.0,0.0,,0.0
356,356,54144,30905067,"Chic, Bohemian 3BD/2BA + Roof deck in Williamsburg",49883205636,verified,Pedro,Brooklyn,Williamsburg,40.70907,-73.95637,United States,US,True,moderate,Entire home/apt,2009.0,589,$118 ,6.0,30.0,3.0,1.0,38.0,,38.0
357,357,78747,44493304,Private Room in Hell's Kitchen,77030217948,unconfirmed,Sam,Manhattan,Hell's Kitchen,40.76076,-73.99266,United States,US,True,flexible,Private room,2008.0,408,$82 ,1.0,7.0,4.0,1.0,45.0,"To enjoy, relax, feel safe and cozy. Also, keep the place clean and quiet in the evening.",45.0
358,358,68062,38591979,"Beautiful, Serene & Light-Filled East Village Loft",45289680376,unconfirmed,Christine,Manhattan,East Village,40.72565,-73.97934,United States,US,True,strict,Entire home/apt,2019.0,61,$12 ,30.0,15.0,2.0,1.0,0.0,,0.0
359,359,97913,55078686,"Stylish, Artsy & Comfortable Stay Near the Ocean.",73171990839,unconfirmed,Polina,Brooklyn,Sheepshead Bay,40.59446,-73.94289,United States,US,False,moderate,Entire home/apt,2012.0,723,$145 ,2.0,1.0,4.0,1.0,36.0,,36.0
